Transaction Search - Company
BMO - Mastercard, Statement Period 05/06/2026 to 06/05/2026

Posting Date   Tran Date        Account                        Supplier       Amount USD
5/29/2026   5/29/2026 XXXX-XXXX-XXXX-9199   Amazon.Com T74lw0wp3     $     719.25
5/29/2026   5/29/2026 XXXX-XXXX-XXXX-9199   Amazon.Com 042i25e03     $    1,444.30
 6/1/2026   5/21/2026 XXXX-XXXX-XXXX-6061   Fairfield Inn & Suites   $    3,561.60
 6/1/2026   5/28/2026 XXXX-XXXX-XXXX-5173   Burger King #6104 Q07    $      13.43
 6/1/2026   5/28/2026 XXXX-XXXX-XXXX-2677   Delta 00674940271795     $     293.20
 6/1/2026   5/28/2026 XXXX-XXXX-XXXX-2677   Delta 00674940271806     $     293.20
 6/1/2026   5/28/2026 XXXX-XXXX-XXXX-2677   Delta 00674940271810     $     293.20
 6/1/2026   5/28/2026 XXXX-XXXX-XXXX-2677   United 01621068344474    $     528.22
 6/1/2026   5/28/2026 XXXX-XXXX-XXXX-2677   United 01621068344485    $     528.22
 6/1/2026   5/28/2026 XXXX-XXXX-XXXX-2677   United 01621068344496    $     528.22
 6/1/2026   5/28/2026 XXXX-XXXX-XXXX-5669   Waverly Golf Course      $      30.66
 6/1/2026   5/28/2026 XXXX-XXXX-XXXX-6054   Peking Buffet Inc        $     500.00
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-0722   Pdk International        $     630.00
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-0722   Home2 Stes Dsm Drake U   $   19,310.41
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-3697   Dominos 1739             $     141.12
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-3697   Subway 28736             $     517.50
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-0134   Psc Distribution, Inc.   $     402.86
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-9999   Van Meter Inc - Iowa C   $      44.72
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-7615   The Webstaurant Store    $     129.99
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-7615   Academy,cdr,acend        $     264.00
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Qa7lp3ae3     $      27.95
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-9199   Stapls7915473678001001   $     (109.35)
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-9199   Amazon Mktplace Pmts     $     (162.01)
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-9199   Amazon Mktplace Pmts     $     (162.01)
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-9199   Amazon Mktplace Pmts     $     (162.01)
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-9199   Amazon Mktplace Pmts     $     (162.01)
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-9199   Amazon Mktplace Pmts     $     (175.98)
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-1519   Arnold Motor Supply 4    $      15.73
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-1519   Arnold Motor Supply 4    $      26.21
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-1519   Napa Store 3137142       $      75.96
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-2619   Subway 64974             $      25.74
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-8011   Van Meter Inc - Iowa C   $      52.37
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-1390   Wm Supercenter #2827     $     151.55
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-0063   Sherwin-Williams703280   $     101.70
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-5923   Menards Iowa City Ia     $      26.46
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-5774   White Cap #105           $      21.01
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-5320   Openai Chatgpt Subscr    $      21.20
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-2589   Jersey Mikes 38033       $     334.80
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-5669   Kwik Star #1213          $      51.00
 6/1/2026   5/29/2026 XXXX-XXXX-XXXX-5669   Courtyard By Marriott    $     689.48
6/1/2026   5/30/2026 XXXX-XXXX-XXXX-5173   McDonalds 34524          $     25.00
6/1/2026   5/30/2026 XXXX-XXXX-XXXX-4783   Ups 1zg80j1t0333581657   $     15.81
6/1/2026   5/30/2026 XXXX-XXXX-XXXX-9199   Stapls7679845059000001   $     73.26
6/1/2026   5/30/2026 XXXX-XXXX-XXXX-5203   Kwik Star #1927          $     56.17
6/1/2026   5/30/2026 XXXX-XXXX-XXXX-5203   Kwik Star #1738          $     72.16
6/1/2026   5/30/2026 XXXX-XXXX-XXXX-5203   Kwik Star #1738          $     73.62
6/1/2026   5/30/2026 XXXX-XXXX-XXXX-5923   Uline Ship Supplies      $   2,079.93
6/1/2026   5/31/2026 XXXX-XXXX-XXXX-4783   Ups Adj00401790262261    $       3.32
6/1/2026   5/31/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 9d0hk42q3   $       5.62
6/1/2026   5/31/2026 XXXX-XXXX-XXXX-9199   Amazon.Com A17j601x3     $     41.48
6/1/2026   5/31/2026 XXXX-XXXX-XXXX-7262   Streamlabs Ultra         $    157.94
6/1/2026   5/31/2026 XXXX-XXXX-XXXX-6054   Hospitality Performanc   $   1,603.10
6/2/2026   5/31/2026 XXXX-XXXX-XXXX-7262   Menards Iowa City Ia     $     93.20
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-5420   Google Workspace Littl   $     19.08
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-3697   Dominos 1722             $     94.16
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-3556   Fareway Stores #950      $     20.21
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-4783   Google Cloud C9vx9x      $   1,301.74
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-1199   Awards Program Service   $     55.00
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-1390   Hy-Vee Coralville 1080   $     15.26
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-0063   Sherwin-Williams703783   $     23.06
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-0891   Hy-Vee Iowa City 1285    $       4.96
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-6061   Wm Supercenter #2827     $     19.89
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-5320   Zazzle Inc               $    193.88
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-2589   Subway 14695             $    490.91
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-6938   Papa Johns #2445         $    242.29
6/2/2026    6/1/2026 XXXX-XXXX-XXXX-6938   Jersey Mikes 38033       $    592.87
6/2/2026    6/2/2026 XXXX-XXXX-XXXX-9167   Amazon.Com 0i6425a93     $     18.93
6/2/2026    6/2/2026 XXXX-XXXX-XXXX-9167   Amazon.Com 8p5t06163     $     20.78
6/2/2026    6/2/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 5c7t339i3   $    200.16
6/3/2026    6/1/2026 XXXX-XXXX-XXXX-5173   Burger King #6104 Q07    $       8.79
6/3/2026    6/1/2026 XXXX-XXXX-XXXX-8113   Menards Iowa City Ia     $    102.50
6/3/2026    6/1/2026 XXXX-XXXX-XXXX-1797   Menards Iowa City Ia     $    168.92
6/3/2026    6/2/2026 XXXX-XXXX-XXXX-2093   Hy-Vee Iowa City 1288    $     23.78
6/3/2026    6/2/2026 XXXX-XXXX-XXXX-9167   Amazon.Com               $     (30.65)
6/3/2026    6/2/2026 XXXX-XXXX-XXXX-3556   Wal-Mart #1721           $     37.99
6/3/2026    6/2/2026 XXXX-XXXX-XXXX-5302   Doors Inc Iowa City      $    302.82
6/3/2026    6/2/2026 XXXX-XXXX-XXXX-7634   Nichols Controls &supp   $       5.97
6/3/2026    6/2/2026 XXXX-XXXX-XXXX-5203   Alphagraphics N Libert   $       5.00
6/3/2026    6/2/2026 XXXX-XXXX-XXXX-1199   Usps Po 1866150317       $    122.00
6/3/2026    6/2/2026 XXXX-XXXX-XXXX-6938   Jimmy Johns - 279 Moto   $    212.12
6/3/2026    6/2/2026 XXXX-XXXX-XXXX-6054   Pirate Ship Postage      $       5.17
6/3/2026    6/2/2026 XXXX-XXXX-XXXX-6054   Pirate Ship Postage      $       5.17
6/3/2026   6/2/2026 XXXX-XXXX-XXXX-6054   Pirate Ship Postage      $       5.17
6/3/2026   6/3/2026 XXXX-XXXX-XXXX-9199   Amazon.Com 9l9ex9zx3     $       5.96
6/3/2026   6/3/2026 XXXX-XXXX-XXXX-9199   Amazon.Com 8z1369363     $    421.96
6/3/2026   6/3/2026 XXXX-XXXX-XXXX-9199   Amazon.Com J15a73a03     $    633.01
6/3/2026   6/3/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Gr59p8rh3     $   1,438.78
6/4/2026   6/2/2026 XXXX-XXXX-XXXX-9999   Van Meter Inc - Iowa C   $       8.33
6/4/2026   6/2/2026 XXXX-XXXX-XXXX-3556   Hy-Vee Aisles Online 4   $     20.39
6/4/2026   6/2/2026 XXXX-XXXX-XXXX-7350   Menards Iowa City Ia     $     45.40
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-0722   Rev.Com                  $    145.80
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-5173   McDonalds M2022          $       4.76
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-5173   Amzn Digital 8i43p6cu3   $     10.00
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-9828   Daktronics Inc.          $    535.00
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-5110   Electric Motors Of Ic    $     48.14
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-3697   Subway 28736             $    232.50
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-7615   The Webstaurant Store    $     99.00
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-7615   Wm Supercenter #1721     $    140.01
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-2590   Sq Kona Ice Of Easter    $    185.00
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-9199   Amazon.Com 6i3n360n3     $     10.95
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 7424o5gz3   $     21.98
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 3566b0u43   $     72.52
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-7634   Psc Distribution, Inc.   $    139.81
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-7634   Hcm Leets Refrigeraton   $    225.50
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-1390   Wal-Mart #2827           $     20.88
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-5108   Psc Distribution, Inc.   $     47.31
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-5108   Electric Motors Of Ic    $    140.99
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-8548   Psc Distribution, Inc.   $    919.30
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-6061   Papa Johns #2512         $    105.90
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-2589   Jersey Mikes 38033       $    592.87
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-6938   Jimmy Johns - 279 Moto   $    249.37
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-5669   Maverik #5298            $     58.33
6/4/2026   6/3/2026 XXXX-XXXX-XXXX-5669   Maverik #5298            $     69.50
6/4/2026   6/4/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl C50nd7wv3   $     12.49
6/4/2026   6/4/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Tv2og0813   $    218.49
6/4/2026   6/4/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 6k9kw5er3   $   3,160.80
6/4/2026   6/4/2026 XXXX-XXXX-XXXX-6938   Pro Tuff Decals          $    486.75
6/5/2026   6/3/2026 XXXX-XXXX-XXXX-7128   Menards Iowa City Ia     $    203.77
6/5/2026   6/3/2026 XXXX-XXXX-XXXX-1797   Menards Iowa City Ia     $     22.99
6/5/2026   6/3/2026 XXXX-XXXX-XXXX-3288   Staples 0626             $     99.99
6/5/2026   6/3/2026 XXXX-XXXX-XXXX-7350   Decker Equip School Fi   $    575.43
6/5/2026   6/3/2026 XXXX-XXXX-XXXX-6054   Dominos 1733             $    179.77
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-5110   Johnstone Supply - 614   $    303.27
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-2938   Sp Stanbury Uniforms A   $     29.91
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-2938   Band Shoppe              $      371.93
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-6083   J.W. Pepper              $      160.81
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-2093   Wal-Mart #2827           $       84.16
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-7615   Wm Supercenter #1721     $       32.26
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-4783   Ups 1z817bbt0333670034   $       15.81
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl T472m8od3   $       55.17
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Zv51r52g3   $       55.99
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-5273   Linder Tire - Iowa Cit   $       20.00
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-5273   Sinclair Tractor         $       42.01
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-1519   The Liftgate Parts Co.   $       65.00
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-4706   Uca Camps & Competitio   $      227.00
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-1199   Anchormusic.Com          $      110.00
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-1199   Kerry Marsh              $      110.00
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-1199   Every Bloomin Thing      $      112.00
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-9410   Lowes #01688             $       37.98
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-0063   Sherwin-Williams703783   $      108.91
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-8548   Psc Distribution, Inc.   $       63.27
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-8548   Plumbing Heating Cooli   $      676.00
6/5/2026   6/4/2026 XXXX-XXXX-XXXX-2934   Walgreens #5977          $       14.28
                                          Debit Total              $   212,475.97
                                          Credit Total             $ (188,566.58)
                                          Total                    $    23,909.39

