Account                     Transaction Date   Supplier - Name          Transaction - Description                                                                                        Amount
21 0209 1900 950 7000 611   04/20/2026   Amazon.Com By1139vy1     Classroom Books - Literacy/LA Book donation order                                                              88.51
10 0475 1100 100 0000 612   04/20/2026   Breakout Edu             IDS purchased learning materials from Breakout EDU                                                            122.57
10 0447 2410 000 0000 611   04/20/2026   Amazon Mktpl B744l3wh0   Office Supplies                                                                                               271.39
10 0472 1100 100 0000 612   04/20/2026   Amazon.Com B76e27rx0     Marzano Research Lab Planning/Teaching, Leading Standards-Based Learning                                      239.03
10 0118 1100 113 0000 612   04/20/2026   Embi Tec                 Gel Trays for Labs                                                                                             78.46
10 0436 3300 431 4501 618   04/20/2026   Amazon Mktpl Bs0ez02n2   UNO Card Game-Family Game Night - Title 1 Funds                                                                22.47
21 0109 1900 950 7135 611   04/20/2026   Soundly Pro Monthly      Drama Monthly Subscription - Sound System Supplies                                                                    19.99
21 0109 1900 950 7175 611   04/20/2026   Kwik Trip #772           Journalism Conference                                                                                                 54.75
10 0406 1100 100 0000 612   04/20/2026   Amazon Mktpl By7v690b1   Poster board for 4th and 5th grade States Party presentations                                                         48.59
21 0481 1900 950 7056 611   04/20/2026   Amazon Mktpl By4mj8bq1   Wood Library Family Night items - Big Idea Foundation Grant                                                          410.78
21 0213 1900 950 7056 611   04/20/2026   Amazon.Com Bs9j752j2     Braiding Sweetgrass for Young Adults x30 - Ellen Robinson/LIH                                                        345.30
10 0000 2131 000 0000 611   04/20/2026   Amazon.Com By0ck6v91     Exam Gloves, Facial Tissues                                                                                          135.73
10 0442 1100 100 0000 612   04/20/2026   Amazon Mktpl B70c25yq0   LED Grow Lights for plants - 1st grade                                                                                40.97
10 0000 2131 000 0000 611   04/20/2026   Amazon Mktpl B74o15q80   Plastic Cups 3 oz Bulk Case 2400                                                                                      54.90
10 0000 2610 000 0000 688   04/20/2026   Menards Iowa City Ia     WO 213965 adhesives                                                                                                   26.83
10 0136 1300 355 0000 612   04/20/2026   Hy-Vee Iowa City 1285    Purchase Hy-Vee Iowa City 1285 FCS supplies Janelle Roberts                                                           25.75
                                                                  Pencils, Pencil Toppers, Math Manipulatives, Erasers, Bookmarks, toys, Bracelets, Stickers - Driscoll Endowment
10 0472 1100 100 9995 615   04/20/2026   Amazon Mktpl By6y39571   is 69031                                                                                                             294.42
21 0118 1900 950 7240 611   04/20/2026   Amazon Mktpl By6mm33a1   Blue Tree Publishing Larynx poster                                                                                    28.29
10 0493 1100 100 0000 612   04/20/2026   Amazon Mktpl By2iy1xf1   Tooth Saver boxes, Green Table Covers                                                                                 77.48

10 0142 3300 431 4501 618   04/20/2026   Amazon Mktpl Bs6sh52c2   Sticker Paper, Cardstock, Spiral Index Cards -Title I Order- OLP c/o Chastiy Beelner (send to Grant) Family Night     59.86
21 0109 1900 950 7135 611   04/20/2026   Menards Iowa City Ia     Spring Musical Supplies and Materials                                                                                197.80
21 0109 1900 950 7175 611   04/20/2026   Hilton Minneapolis Fd    journalism conference lodging                                                                                        560.24
10 8108 3300 431 4501 611   04/20/2026   Amazon Mktpl By0jn6vn1   Books and Supplies -Regina Non-Pub Title I Order- Family Night c/o Leah Beiermann                                    490.78
21 0109 1900 950 7135 611   04/20/2026   Michaels #9490           Spring Musical Supplies and Materials                                                                                   7.61
36 0000 4500 000 8999 733   04/20/2026   Cdw Govt #ai9dg5b        Additional Adobe licenses                                                                                            120.00
21 0406 1900 950 7031 611   04/20/2026   Amazon Mktpl Bs6zu0h22   San Andreas Everbearing Bare Root Seeds                                                                               16.10
10 0427 2410 000 0000 611   04/20/2026   Amazon Mktpl Bs31u3xy2   Avery ID Labels                                                                                                       10.79
10 0418 1100 100 0000 612   04/20/2026   Amazon Mktpl B73hw5sl0   3-Ring Binders                                                                                                        84.60
10 9331 1300 300 3261 739   04/20/2026   Amazon.Com B72wa2wl0     Pots and Pans Go to Beth Long at Liberty High. Paid via RPP Grant Special Projects                                  1,169.75
10 0447 2410 000 0000 611   04/20/2026   Odp Bus Sol Llc# 10686   Office supplies                                                                                                      576.76
10 0406 3300 431 4501 618   04/20/2026   Amazon Mktpl By71k4xr1   48pk Canvas Tote Bags, Fabric Markers -Kirkwood Title I Order- Family Night c/o Jane Ruppenkamp                      216.94
21 0209 1900 950 7000 611   04/20/2026   Amazon.Com B78qk4re0     Classroom Books - Klaudia Hall-Literacy/LA Book donation order                                                        16.87
10 0432 1200 215 3302 612   04/20/2026   Amazon Mktpl By2yu15c1   PPE for use with SID:                                                                                                 44.60
21 0488 1900 950 7056 611   04/20/2026   Amazon.Com B764h19g0     Weber Library books                                                                                                  413.64
36 0000 4500 000 8999 733   04/20/2026   Ups 1zjl4t050321392228   Shipping to send phones out for repair                                                                                47.79
21 0109 1900 950 7135 611   04/20/2026   Michaels #9490           Spring Musical Supplies and Materials                                                                                 32.39
10 0442 1200 218 3303 612   04/20/2026   Walmart.Com              Edibles for SIDs:                                                                                                     30.52
10 0442 1200 215 3302 612   04/20/2026   Walmart.Com              Edibles for SIDs:                                                                                                     34.78
10 0442 1200 215 3302 612   04/20/2026   Walmart.Com              Edibles for SIDs:                                                                                                     26.78
10 0218 1200 215 3302 612   04/20/2026   Walmart.Com              Edibles for SIDs:                                                                                                     23.88
10 0475 1200 218 3303 612   04/20/2026   Walmart.Com              Edibles for SIDs:                                                                                                     23.70
10 0213 1200 215 3302 612   04/20/2026   Walmart.Com              Edibles for SIDs:                                                                                                     44.78
10 0213 1200 215 3302 612   04/20/2026   Walmart.Com              Edibles for SIDs:                                                                                                     33.42
10 0432 1200 215 3302 612   04/20/2026   Walmart.Com              Edibles for SIDs:                                                                                                       6.42
10 0472 1100 100 0000 612   04/20/2026   Amazon Mktpl By0ac8e71   Classroom and Office Supplies                                                                                         23.90
21 0406 1900 950 7031 611   04/20/2026   Amazon Mktpl Bs7a22xi2   Gourd Seeds Birdhouse Bottle Gourd                                                                                      3.29
21 0109 1900 950 7175 611   04/20/2026   Hilton Minneapolis Fd    journalism conference lodging                                                                                        560.24
21 0209 1900 950 7000 611   04/20/2026   Amazon.Com B79eb8rl0     Classroom Books - Klaudia Hall-Literacy/LA Book donation order                                                       165.38
21 0109 1900 922 6815 611   04/20/2026   Prep Dig - Prep Dig Io   CHS-Girls Volleyball -Registration - August 5th                                                                      206.00
21 0109 1900 950 7135 611   04/20/2026   Toms Pizza               Spring Musical Hell Week Meals                                                                                       190.91
21 0118 1900 950 7240 611   04/20/2026   Amazon Mktpl B71fd0da0   5pt Human Larynx 3D Model, Life Size Nasal oral Cavity Throat - Diane Miller                                          63.31
36 0000 4500 000 8999 733   04/20/2026   Ups Adj00401790261661    Shipping of phones out to repair - Adjustment made based on weight                                                      7.40
10 0427 1100 100 0000 612   04/20/2026   Amazon Mktpl Bs38u72y2   Velcro Dots                                                                                                           14.99
21 0118 1900 950 7015 611   04/20/2026   Amazon.Com Bs0gr2pp2     West HS Library books                                                                                                 30.30
21 0109 2700 920 6750 515   04/20/2026   Maverik #5336            Gas for Boys Tennis Van                                                                                               71.05
10 0442 1200 215 3302 612   04/20/2026   Amazon Mktpl B79ro4bm0   Break item for SID:                                                                                                   47.49
10 0493 1100 100 0000 612   04/20/2026   Amazon Mktpl Bs8x46gj2   Forever Stamps                                                                                                       132.95
21 0406 1900 950 7031 611   04/20/2026   Amazon Mktpl Bs0re9qm2   Clay pots, polished stones, seeds                                                                                     68.54
21 0109 1900 950 7175 611   04/20/2026   Kwik Trip #772           Journalism National Conference                                                                                        50.35
10 0472 1100 100 0000 612   04/20/2026   Amazon Mktpl B79s082o0   Classroom and Office Supplies                                                                                         31.50
21 0114 1900 921 6825 611   04/20/2026   Veo Technologies Inc.    Monthly subscription fee for camera technology and film recording software.                                          333.00
10 0442 1200 212 3301 612   04/20/2026   Amazon Mktpl B79la88g0   Break items for SID:                                                                                                  14.24
21 0109 1900 950 7135 611   04/20/2026   Walgreens #5077          Spring Musical Supplies and Materials                                                                                 11.43
21 0109 1900 922 6815 611   04/20/2026   Prep Dig - Prep Dig Io   CHS-Girls Volleyball -Registration - August 4th                                                                      206.00
10 0427 2410 000 0000 611   04/20/2026   Amazon Mktpl Bs3nv62l2   Office Supplies                                                                                                      135.66
10 0118 1100 100 0000 612   04/20/2026   Amazon Mktpl By54e6zn1   Ink Cartridges - Marie Wenzlaff                                                                                      460.04
10 0109 1100 113 0000 612   04/20/2026   Amazon Mktpl Bs51n5vs2   Exam Gloves - Biology Classroom/L.Barnard                                                                             78.00
10 0114 1100 100 9995 615   04/20/2026   The Home Depot #2108     Phillippe Garden Project - BIH '25 Inclusion and Community Empowerment                                                  4.85
21 0118 1900 950 7222 611   04/20/2026   Wp Wordpress 08qp0cwc8   Orchestra Software automatic renewal                                                                                 102.72
21 0109 1900 950 7175 611   04/20/2026   Hilton Minneapolis Fd    journalism conference lodging                                                                                        560.24
10 0114 1100 100 9995 615   04/20/2026   Homedepot.Com            Phillippe Garden Project - BIH '25 Inclusion and Community Empowerment                                                19.59
21 0109 1900 950 7175 611   04/20/2026   Hilton Minneapolis Fd    journalism conference lodging                                                                                        560.24
10 0000 2610 000 0000 611   04/20/2026   Amazon.Com Bs88s12g2     Vendor badge camera                                                                                                   16.89
21 0109 1900 950 7135 611   04/20/2026   Walgreens #5077          Spring Musical Hell Week Supplies                                                                                    124.16
21 0118 1900 950 7222 611   04/20/2026   Wp Wordpress Cafu92get   Software for Orchestra automatic renewal                                                                              13.00
10 0472 1100 100 0000 612   04/20/2026   Amazon Mktpl B70gu7yz0   Classroom and Office Supplies                                                                                        747.49
61 0109 3110 000 0000 618   04/17/2026   Wal-Mart #1721           blender for a student pureed diet                                                                                     19.97
10 0109 1300 355 0000 612   04/17/2026   Hy-Vee Aisles Online 4   FCS Classroom Supplies and Materials                                                                                 110.53
21 0114 1900 950 7135 611   04/17/2026   Pancheros                Refund on tax and delivery fee for Shrek the Musical cast and crew meal                                               (94.20)
10 0136 1300 355 0000 612   04/17/2026   Hy-Vee Iowa City 1285    Purchase Hy-Vee Iowa City 1285 FCS supplies: Janelle Roberts                                                          15.98
10 0000 2610 000 0000 439   04/17/2026   Foster Appliance         WO 213736 washer service call                                                                                        109.95
21 0109 1900 920 6740 811   04/17/2026   Bound 116th Drake Rel    Drake Relays Registration                                                                                            158.90
21 0118 1900 950 7165 611   04/17/2026   Enterprise Rent-A-Car    Purchase Enterprise Rent-A-Car                                                                                       168.72
21 0118 1900 921 6725 611   04/17/2026   Jersey Mikes 38033       Purchase Jersey Mikes 38033                                                                                          458.40
21 0109 1900 922 6740 611   04/17/2026   Caseys #3322             Team Meal                                                                                                            336.89
10 0403 2221 000 0000 643   04/17/2026   Amazon Mktpl Bs1f22em2   Cor Central Library books                                                                                            171.55
21 0118 1900 950 7030 611   04/17/2026   Sp Jennibick.Com         Custom Journals                                                                                                      127.20
10 0445 1200 218 3303 612   04/17/2026   Amazon.Com By70v9o41     Break items for SID:                                                                                                  12.30
10 0209 1300 355 0000 612   04/17/2026   Walmart.Com              Purchase Walmart.Com - Food Labs                                                                                      74.25
21 0109 2700 920 6860 515   04/17/2026   Maverik #5336            Gas for Girls Golf Van                                                                                                23.11
10 0114 1200 218 3303 612   04/17/2026   Amazon.Com B73be0bn0     Adaptive materials for SID:                                                                                           79.99
10 0000 2610 000 0000 439   04/17/2026   Foster Appliance         WO 213256 washer service call                                                                                        186.95
10 0000 2650 000 0000 683   04/17/2026   Linder Tire - Iowa Cit   Liberty Brahma tire tubes                                                                                            203.40
21 0109 1900 920 6840 811   04/17/2026   Bound 116th Drake Rel    Drake Relays Registration                                                                                222.46
10 0493 2221 000 0000 611   04/17/2026   Amazon.Com B78g49wt1     Wickham Library books                                                                                     64.14
21 0118 1900 950 7165 611   04/17/2026   Caseys #4367             Gas rental Car                                                                                            95.02
10 0213 1200 215 3302 612   04/17/2026   Gamestop                 Tangible reinforcement for SID:                                                                           44.08
36 0000 4500 000 8999 733   04/17/2026   Atlassian                Monthly software usage charges                                                                           751.32
10 0468 1200 215 3302 612   04/17/2026   Walmart.Com              edibles for SIDs:                                                                                         49.78
10 0472 1200 218 3303 612   04/17/2026   Walmart.Com              edibles for SIDs:                                                                                         33.91
10 0109 1300 355 0000 612   04/17/2026   Wm Supercenter #2827     FCS Classroom Supplies and Materials                                                                     123.80
10 0000 2610 000 0000 438   04/17/2026   Electric Motors Of Ic    WO 213949 fan repair                                                                                     239.91
21 0109 1900 950 7135 611   04/16/2026   Lenoch & Cilek Ace #1    Spring Musical Supplies and Materials                                                                     23.17
21 0118 1900 921 6840 611   04/16/2026   Zio Johnos Iowa City     Purchase Zio Johnos Iowa City                                                                            281.55
21 0118 1900 950 7165 611   04/16/2026   Americinn Mankato        Math Trip Hotel Rooms                                                                                    109.78
21 0118 1900 950 7165 611   04/16/2026   Americinn Mankato        Math Club Hotel Rooms                                                                                    109.78
21 0118 1900 950 7165 611   04/16/2026   Americinn Mankato        Math Club Hotel Rooms                                                                                    109.78
10 0000 2327 000 0000 611   04/16/2026   Rev.Com                  Closed Captioning Bd Mtg 4/14/26 2 hours 48 minutes                                                      544.32
33 0118 4200 924 9854 450   04/16/2026   Pods                     West softball/baseball storage                                                                           198.00
21 0109 1900 950 7210 611   04/16/2026   Sq Santa Barbara Musi    Classroom Sheet Music                                                                                    175.00
10 0000 2610 000 0000 687   04/16/2026   Van Meter Inc - Iowa C   Wood batteries                                                                                           262.89
10 0472 1200 218 3303 612   04/16/2026   Walmart.Com              Edibles for SID:                                                                                          13.95
10 0109 1200 218 3303 612   04/16/2026   Amazon Mktpl Bs6687ty2   Tangible reinforcements/break items for SID:                                                              37.23
21 0118 1900 950 7165 611   04/16/2026   Kwik Trip #379           Gas for rental car                                                                                        97.51
21 0118 1900 950 7165 611   04/16/2026   Americinn Mankato        Math Club Hotel Rooms                                                                                    109.78
21 0481 1900 950 7056 611   04/16/2026   Amazon Mktpl Bs62q1l62   Wood Library Family Night items - Big Idea Foundation Grant                                               68.59
10 0000 1100 100 4074 612   04/16/2026   Sq Cert Werks            City High CPR Training and Certification                                                                2,160.00
21 0114 1900 920 6601 582   04/16/2026   City Of Dubuque          Ramp parking for AD travelling to event.                                                                    4.00
10 0432 1200 215 3302 612   04/16/2026   McDonalds M2023          Reinforcement for SID:                                                                                      5.08
10 0493 1200 218 3303 612   04/16/2026   Walmart.Com              Edibles for SIDs:                                                                                         14.69
10 0209 1200 212 3301 612   04/16/2026   Walmart.Com              Edibles for SIDs:                                                                                         11.94
10 0109 1200 215 3302 612   04/16/2026   Walmart.Com              Edibles for SIDs:                                                                                           8.47
10 0114 2221 000 0000 643   04/16/2026   Amazon.Com B766b2uq1     Liberty HS Library books                                                                                  68.81
10 0406 1200 218 3303 612   04/16/2026   Walmart.Com              Edibles for SID:                                                                                            2.26
10 0109 1200 218 3303 612   04/16/2026   Wal-Mart #1721           Budgeting, shopping, cooking with SIDs:                                                                     4.11
10 0114 1200 215 3302 612   04/16/2026   Wal-Mart #1721           Budgeting, shopping, cooking with SIDs:                                                                     4.10
10 0213 1200 215 3302 612   04/16/2026   Walmart.Com              Edibles for SIDs:                                                                                         15.88
10 0475 1200 218 3303 612   04/16/2026   Walmart.Com              Edibles for SIDs:                                                                                         11.84
10 0432 1200 218 3303 612   04/16/2026   Walmart.Com              Edibles for SIDs:                                                                                         15.61
10 0209 1200 215 3302 612   04/16/2026   Walmart.Com              Edibles for SIDs:                                                                                           4.84
21 0406 1900 950 7031 611   04/16/2026   Hy-Vee Aisles Online 4   Kirkwood-Cooking Club -Bagels, Cheese, Pizza Sauce, Turkey Pepperoni                                      48.86
21 0118 1900 950 7165 611   04/16/2026   Americinn Mankato        Math Club Hotel Rooms                                                                                    109.78
21 0118 1900 950 7030 611   04/15/2026   Clarion Hotel            Credit Voucher Clarion Hotel -                                                                           (150.89)
10 0109 1100 100 0000 612   04/15/2026   We Rock Cedar Rapids     BACON - Special Ed Classroom Field Trip Registration                                                     388.83
10 0109 1200 218 3303 612   04/15/2026   Walmart.Com 8009256278   Edibles for SID:                                                                                          29.50
21 0118 1900 950 7030 611   04/15/2026   Clarion Hotel            Credit Voucher Clarion Hotel                                                                             (150.89)
10 0218 1300 355 0000 612   04/15/2026   Hy-Vee Iowa City 1285    Purchase Hy-Vee Iowa City 1285 FCS                                                                        35.49
21 0488 1900 950 7056 611   04/15/2026   Amazon Mktpl By5858ww2   Decorations and Supplies - Little Idea Hunt grant/Mallory Knoop                                          628.68
10 0442 1200 215 3302 612   04/15/2026   Amzn Digital B79kk3bs1   Tangible reinforcements for SID:                                                                          30.00
21 0118 1900 950 7250 611   04/15/2026   Qr.Io Generator          QR Code membership                                                                                        35.00
10 0432 1200 218 3303 612   04/15/2026   Walmart.Com              Edibles for SIDs:                                                                                         14.91
10 0109 1200 218 3303 612   04/15/2026   Walmart.Com              Edibles for SIDs:                                                                                         43.90
10 0213 1200 215 3302 612   04/15/2026   Walmart.Com              Edibles for SIDs:                                                                                           3.88
10 0109 1100 100 0000 612   04/15/2026   Slager Appliances Ecom   Credit Voucher Slager Appliances Ecom - Science Classroom Refund                                          (24.83)
21 0118 1900 950 7015 611   04/15/2026   Amazon Mktpl B71dx46x1   West HS Library books & MakerSpace items                                                                 232.29
10 0114 1300 355 0000 612   04/14/2026   Fareway Meat And Groce   Supplies                                                                                                  75.54
10 0118 1300 355 0000 612   04/14/2026   Amazon Mktpl By2v839q2   Piping Bags - Jana Warning                                                                                  7.49
10 0109 1100 100 9995 615   04/14/2026   Stage Lighting Store     Spring Musical Supplies and Materials                                                                    126.18
10 0114 1100 100 9995 615   04/14/2026   McDonalds M2047          Phillippe Practice ordering lunch - BIH '25 Inclusion and Community Empowerment grant                     36.47
21 0118 1900 950 7285 611   04/14/2026   The Webstaurant Store    Approved Cookies for Pump it Up                                                                          255.25
21 0118 1900 950 7030 611   04/14/2026   Loves #0367 Outside      Gas for tournament                                                                                        64.09
10 0463 1100 100 0000 612   04/14/2026   Amazon.Com B79dc95m1     Pacon® Chart Tablet, 24" x 16", 1 1/2" Ruled, 25 Sheets                                                   24.30
61 0000 3110 000 0000 618   04/14/2026   Amazon.Com By3nw9kv2     Mobile Filing Cabinet                                                                                    321.50
10 0000 2610 000 0000 688   04/14/2026   Amazon Mktpl B73nz8g51   Lincoln blinds                                                                                           160.29
10 0000 2610 000 0000 688   04/14/2026   Amazon Mktpl B74un4hx1   CFI nameplate holders                                                                                       8.99
10 0109 1100 102 0000 612   04/14/2026   Amazon Mktpl By9ea09z2   Transparent Printer Sheets, Glue Sticks, 4pk Copper Tape, 40pk Embroidery Machine Thread Kit-M.Close      86.72
10 0436 3300 431 4501 618   04/14/2026   Amazon.Com B78c42gd1     Clue Board Game for Ages 8 and Up,                                                                        22.38
10 0442 1200 212 3301 612   04/14/2026   Amazon Mktpl By6j367k2   Break item for SID:                                                                                       18.99
21 0109 1900 950 7220 611   04/14/2026   Iowrc Hyatt Conf Cente   Band Jazz Champions Lodging                                                                              510.44
10 0109 1100 100 0000 612   04/14/2026   Amazon Mktpl By9733s52   Commercial Ice Maker Machine x2 - N.Scott/Chem Lab (per facilities)                                      919.98
21 0109 1900 950 7295 611   04/14/2026   Sqsp Domain#227954731    Credit Voucher Sqsp Domain#227954731                                                                      (21.20)
21 0118 1900 950 7210 611   04/14/2026   Amazon Mktpl B77qu8z10   40pk Graduation Honor Ropes Cords/Pink - Luigi Enriquez                                                  196.75
10 0000 2610 000 0000 688   04/14/2026   North Liberty Ace Hard   WO 213810 hardware                                                                                          2.16
10 0114 2193 000 0000 611   04/14/2026   Tassel Depot             LHS Peer to Peer graduation cords                                                                         38.50
10 0000 2610 000 0000 683   04/14/2026   Sherwin-Williams703280   WO 211263 paint                                                                                           69.59
10 0000 2700 421 4565 515   04/14/2026   Hy-Vee Iowa City 1288    Gas Cards -MKV                                                                                          4,000.00
10 0403 1200 215 3302 612   04/14/2026   Amazon Mktpl By8ox19a2   Tangible reinforcement for SID:                                                                           24.99
10 0109 1200 218 3303 612   04/14/2026   Amazon.Com By3kg1ue2     "Big ticket item" for SID:                                                                                22.46
10 0109 1300 355 0000 612   04/14/2026   Hy-Vee Aisles Online 4   FCS Classroom Supplies and Materials                                                                     241.51
10 0213 1100 100 0000 612   04/14/2026   Amazon Mktpl By6vm5ix2   White Paper Kraft Roll                                                                                    57.38
10 0000 2610 000 0000 689   04/14/2026   Psc Distribution, Inc.   WO 213827 repair kit                                                                                      72.23
10 0000 2650 000 0000 683   04/14/2026   Linder Tire - Iowa Cit   Unit 34 patch tire                                                                                        32.50
21 0118 1900 950 7030 611   04/14/2026   Speedway 43733           Gas for a tournament                                                                                      61.42
21 0109 1900 950 7135 611   04/14/2026   Toms Pizza               Spring Musical Hell Week Meals                                                                            81.94
10 0114 1100 100 9995 615   04/14/2026   Amazon Mktpl By9ou57d2   Portable Clothes Rack- BIH '25 Inclusion and Community Empowerment Grant - Garden Project - Phillippe     39.99
10 0109 1300 355 0000 612   04/14/2026   Wal-Mart #1721           FCS Classroom Supplies and Materials                                                                     187.92
10 0118 1300 355 0000 612   04/14/2026   Fareway Meat And Groce   Groceries for Food Lab - approved on spreadsheet                                                          96.65
21 0118 1900 950 7015 611   04/14/2026   Amazon.Com By51q8952     West HS Library books                                                                                     18.63
21 0209 1900 950 7087 611   04/14/2026   Amazon.Com B71mn7581     Soccer Shin Guards - Derek Coorough/SFA                                                                   11.99
                                                                  Credit The New Art and Science of Teaching (More Than Fifty New Instructional Strategies for Academic
10 0000 1100 100 3376 612   04/14/2026   Amazon.Com               Success) (The New Art and Science of Teaching Book Series)                                                (32.66)
21 0109 1900 950 7135 611   04/14/2026   Jims Instrument Manufa   Spring Musical Supplies and Materials                                                                   1,931.25
10 0109 1200 218 3303 612   04/14/2026   Amazon Mktpl By59t8ud2   "Big ticket item" for SID:                                                                                 35.99
21 0118 1900 950 7245 611   04/14/2026   Amazon Mktpl B78gp9l80   6pc Graduation Honor Cords - Hanan Rahmatallah                                                             16.99
10 0406 1200 218 3303 612   04/14/2026   Amazon Mktpl B70my4n20   Break item for SID:                                                                                        12.34
10 0218 1300 316 0000 612   04/14/2026   Amazon Mktpl B714l8fr0   Rockler Work Bench Cookies Plus Work Grippers 4pk x2 - V.Harris/Ind.Tech                                   35.98
10 0114 2700 920 6750 515   04/13/2026   Kwik Star #1927          Gas purchase for vans travelling for Boys Tennis                                                           32.60
10 0000 1100 460 3117 612   04/13/2026   Amazon Mktpl By6am5sv2   Zipper Pouches - Michelle Beninga/PreK                                                                     16.99
10 0109 1100 102 0000 612   04/13/2026   Amazon Mktpl B73md7fo1   Ilford Ilfostop Stop Film Bath 0.5                                                                         27.30
10 0118 1200 212 3301 612   04/13/2026   Taco Bell 737057         Reinforcement for SIDs:                                                                                    39.44
10 0118 1200 215 3302 612   04/13/2026   Taco Bell 737057         Reinforcement for SIDs:                                                                                    19.67
10 0403 1100 100 9995 615   04/13/2026   Amazon Mktpl B712p8ef1   Soccer Balls, Shin Guards, Water Bottles - SFA foundation purchase - soccer gear; general fund 4401001    194.88
21 0109 1900 950 7220 611   04/13/2026   Bread Garden Market      Band Jazz Champions Guest Artist Meals                                                                     23.33
10 9334 1100 100 1113 612   04/13/2026   Lenoch & Cilek Ace #6    Purchase Lenoch & Cilek Ace #6- Soil for ICHSAP Garden Club                                                34.90
21 0213 1900 950 7015 611   04/13/2026   Amazon.Com B72di0oq0     NWMS Library books                                                                                         92.10
10 0114 1100 100 9995 615   04/13/2026   Amazon Mktpl B76ew2ab1   Lacquer Spray - BIH '25 Inclusion and Community Empowerment Grant - Garden Project - Phillippe             65.97
10 0218 1300 355 0000 612   04/13/2026   Wm Supercenter #1721     Purchase Wm Supercenter #1721 FCS                                                                          31.29
21 0436 1900 950 7015 611   04/13/2026   Amazon.Com By1am4sv2     Lucas Library books                                                                                       206.54
21 0109 2700 920 6750 515   04/13/2026   Maverik #5336            Gas                                                                                                        19.49
21 0118 1900 950 7030 611   04/13/2026   Mapco 140967             Gas for tournament                                                                                         78.35
21 0109 1900 950 7135 611   04/13/2026   Lenoch & Cilek Ace #1    Spring Musical Supplies and Materials                                                                      45.44
10 0417 2410 000 0000 611   04/13/2026   Amazon.Com B78o97351     Brother® PC-501 Black Thermal Cartridge                                                                    26.29
21 0114 1900 950 7135 611   04/13/2026   Zio Johnos Iowa City     Meal for Shrek the Musical cast & crew                                                                    457.01
21 0114 1900 950 7243 611   04/13/2026   Amazon Mktpl Bc8m49q70   Superer 2 Pack 5ft White Micro USB                                                                           7.65
10 0000 2610 000 0000 685   04/13/2026   Electric Motors Of Ic    Kirkwood nitrogen for testing                                                                              49.85
21 0109 1900 950 7220 611   04/13/2026   Tst 30hop - Coralville   Band Jazz Champions Guest Artist Meals                                                                     41.26
21 0109 1900 950 7135 611   04/13/2026   Toms Pizza               Spring Musical Hell Week Meals                                                                            228.90
61 0118 3110 000 0000 618   04/13/2026   Menards Iowa City Ia     mouse traps                                                                                                  8.98
10 0000 2581 000 9997 611   04/13/2026   Sq Travelin Toms Co      To be reimbursed by Digital Promise Grant                                                                 675.00
10 0000 2610 000 0000 685   04/13/2026   Electric Motors Of Ic    Kirkwood nitrogen exchange                                                                                 97.99
21 0114 1900 950 7135 611   04/13/2026   Amazon Mktpl B74w66f31   Shrek Musical Costumes - Leah Carlson                                                                     169.49
10 0493 2221 000 0000 611   04/13/2026   Amazon Mktpl By5bx4qo2   Wickham Library books                                                                                      95.69
10 0209 1300 316 0000 612   04/13/2026   Amazon Mktpl B76ha2e71   6Pcs 1/4-20 UNC B2 Spiral Point Thread Tap x3 - Levi Wood                                                  47.97
21 0406 1900 950 7056 611   04/13/2026   Amazon Mktpl Bc1s312o0   Science Fair Ribbons                                                                                       11.99
10 0000 2610 000 0000 739   04/13/2026   Menards Iowa City Ia     WO 213210 siding tool, siding/trim                                                                           4.29
10 0000 2610 000 0000 688   04/13/2026   Menards Iowa City Ia     WO 213210 siding tool, siding/trim                                                                         14.28
10 0000 2610 000 0000 687   04/13/2026   Van Meter Inc - Iowa C   Unit 107 plates                                                                                            18.81
10 0481 1200 215 3302 612   04/13/2026   Walmart.Com              Edibles for SIDs:                                                                                          23.41
10 0000 2610 000 0000 688   04/13/2026   Menards Iowa City Ia     WO 213724 plywood                                                                                          47.99
10 0497 1100 100 0000 612   04/13/2026   Amazon Mktpl B71hr8an1   Lanyards, Pencils, Pens, Stress balls, Bookmarks, Magnets, Party Favors                                   130.43
10 0000 2610 000 0000 739   04/13/2026   Johnstone Supply - 614   WO 212117 core control tool                                                                               119.98
10 0000 2630 000 0000 686   04/13/2026   Amazon Mktpl Bc22k7200   Unit 415 filter cover                                                                                      15.89
10 0114 1100 100 9995 615   04/13/2026   Amazon Mktpl By1wl2612   Craft paint, Seeds - BIH '25 Inclusion and Community Empowerment Grant - Garden Project - Phillippe        36.88
10 0445 1100 100 0000 612   04/13/2026   Amazon Mktpl Bc1em5k30   Party Favors - Chelsea                                                                                     18.04
10 0432 1200 215 3302 612   04/13/2026   Burger King #6104 Q07    Reinforcement for SID:                                                                                       8.68
21 0114 1900 950 7056 611   04/13/2026   Amazon Mktpl By3y92872   200pcs Willow Charcoal Sticks Sketching pencils x2 - Megan Dehner/Little Idea Hunt                         29.98
10 0000 2630 000 0000 686   04/13/2026   On Deck Sports           Adhesive                                                                                                  584.36
21 0109 1900 950 7220 611   04/13/2026   Tst Blackstone           Band Jazz Champions Guest Artist Meals                                                                     38.58
10 0109 1100 100 0000 612   04/13/2026   Amazon.Com B70n96ob0     Office Supplies                                                                                           219.57
21 0118 1900 920 6860 582   04/13/2026   Hy-Vee F&f Waterloo 58   Purchase Hy-Vee F&f Waterloo 58                                                                            68.16
